Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City C,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
35,F,High School,Divorced,21933,783,48612,Home,Unemployed,16,Fair,0.351451874,247804,0,aliceland,Aliceland,TX,Angola,3,0,Low
64,Non-binary,Master's,Divorced,,759,46310,Auto,Employed,19,Poor,0.194985943,210594,4,port leslie,Port Leslie,PA,French Polynesia,1,2,Low
27,Non-binary,Master's,Single,117289,711,41767,Business,Self-employed,2,Good,0.492085005,135552,2,east laura,East Laura,AR,Seychelles,1,2,Low
51,M,Master's,Single,,652,41443,Home,Unemployed,1,Excellent,0.273376521,243121,1,west karen,West Karen,WA,Swaziland,4,2,Low
36,M,PhD,Widowed,103938,634,13868,Personal,Employed,11,Excellent,0.38346476,107125,3,lake melaniebury,Lake Melaniebury,MP,Syrian Arab Republic,2,1,Low
56,M,Master's,Widowed,98993,769,37224,Personal,Self-employed,18,Excellent,0.539987441,220919,3,robertsshire,Robertsshire,IA,France,2,1,Low
20,F,PhD,Married,75090,743,39594,Personal,Unemployed,8,Fair,0.494775823,220551,3,smithshire,Smithshire,CO,Portugal,1,1,Low
31,F,Bachelor's,Divorced,104861,644,36212,Business,Unemployed,3,Excellent,0.42543386,75486,1,carrollside,Carrollside,MD,Saint Kitts and Nevis,1,2,Low
68,Non-binary,High School,Married,48274,683,12207,Personal,Unemployed,7,Poor,0.526798897,54954,2,cameronmouth,Cameronmouth,MD,Guinea,2,0,Low
62,F,PhD,Divorced,22203,621,29524,Business,Self-employed,17,Good,0.527921632,119595,4,watsonbury,Watsonbury,MO,British Indian Ocean Territory (Chagos Archipelago),0,2,Low
50,M,High School,Single,108242,603,18755,Auto,Unemployed,18,Poor,0.398317925,85950,,north lisaland,North Lisaland,FM,Canada,1,0,Low
46,Non-binary,High School,Married,,685,38085,Business,Self-employed,11,Excellent,0.516458297,124276,3,stevenbury,Stevenbury,NJ,Saint Kitts and Nevis,0,0,High
42,Non-binary,PhD,Widowed,,695,38108,Personal,Self-employed,0,Good,0.219210676,172912,1,north jordanmouth,North Jordanmouth,WA,Peru,1,1,Medium
64,Non-binary,PhD,Divorced,38595,636,20952,Home,Unemployed,5,Poor,0.167807771,45777,0,johnsonchester,Johnsonchester,NJ,Saint Vincent and the Grenadines,4,1,Medium
65,Non-binary,Bachelor's,Single,119133,688,43284,Auto,Self-employed,13,Fair,0.332315181,115208,3,lake jasonmouth,Lake Jasonmouth,MI,British Virgin Islands,0,2,Medium
32,M,Master's,Married,113531,764,10304,Personal,Employed,14,Excellent,0.270973213,252051,2,fishershire,Fishershire,FM,Saint Barthelemy,2,2,Medium
30,F,High School,Divorced,55592,719,31881,Auto,Unemployed,7,Good,0.443481043,295341,3,ryanchester,Ryanchester,ME,United States Minor Outlying Islands,0,1,Low
21,F,Bachelor's,Widowed,61252,717,23674,Personal,Employed,1,Fair,0.591192743,25192,2,south jonathanshire,South Jonathanshire,KY,Ireland,4,0,Low
58,M,High School,Divorced,117480,792,24244,Home,Self-employed,10,Excellent,0.365923388,249776,0,aaronhaven,Aaronhaven,WA,Slovenia,4,1,Low
27,M,High School,Widowed,,665,37034,Auto,Self-employed,0,Excellent,0.524516956,204666,4,west joelport,West Joelport,AS,Haiti,3,0,Medium
43,Non-binary,High School,Divorced,85510,792,49946,Personal,Self-employed,2,Excellent,0.560157442,116108,3,carlaland,Carlaland,TN,Bosnia and Herzegovina,0,2,Low
20,Non-binary,High School,Divorced,,715,23491,Auto,Unemployed,12,Poor,0.107668591,100215,1,jacksonberg,Jacksonberg,VT,Saudi Arabia,1,1,Medium
61,F,PhD,Widowed,30114,689,40896,Business,Self-employed,9,Poor,0.219420588,281284,4,salazarbury,Salazarbury,AK,Netherlands,1,1,Medium
27,Non-binary,High School,Married,78792,706,48705,Personal,Unemployed,13,Fair,0.493290523,236350,3,lindsayview,Lindsayview,NV,Italy,1,0,Low
34,Non-binary,PhD,Divorced,43057,793,33294,Auto,Employed,6,Poor,0.161286893,85420,3,nicholasside,Nicholasside,PA,Martinique,1,2,Low
54,Non-binary,PhD,Divorced,,766,13205,Personal,Self-employed,3,Good,0.285112097,188584,,johnsonville,Johnsonville,FL,Israel,1,2,Low
61,M,Master's,Single,99570,772,23939,Auto,Employed,10,Fair,0.179851704,123721,2,fergusonburgh,Fergusonburgh,MI,Botswana,0,0,Medium
25,Non-binary,PhD,Widowed,,715,22023,Business,Employed,10,Good,0.260484036,151063,0,swansonchester,Swansonchester,IL,United States Virgin Islands,4,0,Low
33,F,Bachelor's,Widowed,41730,730,29109,Personal,Employed,18,Poor,0.240167106,48902,1,new cheyenne,New Cheyenne,PW,Albania,0,0,Low
39,F,Bachelor's,Single,83576,648,26462,Personal,Employed,4,Excellent,0.101633969,257065,0,jonathanberg,Jonathanberg,IL,Poland,0,0,Low
52,Non-binary,Bachelor's,Single,112469,606,5824,Personal,Unemployed,14,Excellent,0.555607157,254011,0,wagnerberg,Wagnerberg,AL,Barbados,1,1,Medium
54,Non-binary,Master's,Widowed,101393,636,36262,Home,Employed,5,Fair,0.155560899,60626,4,stevensport,Stevensport,IN,Guyana,4,0,Low
20,F,High School,Single,58549,659,23038,Personal,Employed,4,Good,0.404198268,72896,0,alejandroborough,Alejandroborough,MA,Turks and Caicos Islands,2,1,Low
67,Non-binary,High School,Widowed,88008,797,35115,Auto,Employed,17,Fair,0.135359326,148992,0,floresland,Floresland,OK,Sri Lanka,3,0,Low
50,Non-binary,Bachelor's,Widowed,54635,671,33806,Auto,Unemployed,5,Good,0.335689814,242227,,new joshuahaven,New Joshuahaven,IL,Netherlands,4,1,Medium
41,M,Bachelor's,Widowed,96368,619,39673,Business,Self-employed,5,Excellent,0.458923307,63745,3,port johntown,Port Johntown,MO,Korea,3,2,Medium
27,F,Master's,Divorced,,602,49753,Personal,Employed,7,Excellent,0.392558379,92672,3,west andrewport,West Andrewport,NC,Brunei Darussalam,4,1,Low
30,M,High School,Divorced,77013,661,24752,Personal,Unemployed,6,Poor,0.443521352,79844,0,stevensshire,Stevensshire,OR,Belize,3,1,Low
24,Non-binary,PhD,Widowed,85063,730,48623,Home,Unemployed,13,Excellent,0.151654335,26725,2,robertborough,Robertborough,CT,Falkland Islands (Malvinas),1,0,Low
60,F,PhD,Married,65489,755,29809,Business,Unemployed,14,Poor,0.333507155,55438,2,east krystalbury,East Krystalbury,SC,Uruguay,1,2,Low
32,Non-binary,Bachelor's,Single,49715,767,23203,Auto,Self-employed,7,Excellent,0.203170972,74569,1,port joseph,Port Joseph,VA,Moldova,4,1,Low
29,F,Master's,Married,69979,767,45200,Auto,Self-employed,17,Poor,0.572255797,113448,2,new debramouth,New Debramouth,DC,Israel,3,1,Low
55,F,Master's,Married,63888,753,12374,Home,Unemployed,1,Excellent,0.310373851,88471,4,petersonland,Petersonland,ME,South Africa,2,1,Low
65,Non-binary,Master's,Widowed,,693,28632,Auto,Employed,1,Excellent,0.536601358,269966,4,lake kathleenhaven,Lake Kathleenhaven,OR,Djibouti,3,2,Medium
51,F,Master's,Divorced,50215,741,18918,Personal,Employed,0,Fair,0.496292812,245112,0,new crystal,New Crystal,SC,Gibraltar,4,0,Low
61,Non-binary,Bachelor's,Widowed,,671,23778,Home,Self-employed,0,Fair,0.353876534,256953,1,lake teresa,Lake Teresa,MD,Botswana,4,2,Low
45,F,High School,Divorced,38220,692,34712,Business,Unemployed,16,Good,0.44226628,93138,3,thompsonfort,Thompsonfort,SC,French Polynesia,1,2,Medium
42,F,Master's,Single,21225,621,49695,Home,Employed,4,Fair,0.126356863,292530,0,cookstad,Cookstad,OH,Taiwan,4,0,Low
58,M,PhD,Single,87713,636,13066,Business,Employed,16,Fair,0.583623591,176528,4,east fredhaven,East Fredhaven,VI,Liberia,4,0,Low
34,M,Master's,Divorced,69506,609,12148,Home,Employed,12,Fair,0.262614343,45984,4,south connieshire,South Connieshire,MA,Ireland,4,2,Medium
47,Non-binary,Bachelor's,Widowed,99787,748,12854,Home,Self-employed,16,Good,0.131471192,155756,3,lake claudia,Lake Claudia,NY,Paraguay,4,2,High
28,F,Bachelor's,Single,112689,629,46164,Business,Self-employed,9,Fair,0.370495969,284534,1,laurenburgh,Laurenburgh,OR,Swaziland,0,1,Low
49,M,Master's,Married,119341,658,24131,Auto,Unemployed,17,Fair,0.106414215,200399,4,east brett,East Brett,FM,Taiwan,3,1,Low
30,Non-binary,Bachelor's,Single,77357,663,27297,Auto,Employed,18,Poor,0.441979757,173460,0,lake paul,Lake Paul,TX,Belize,3,0,Medium
27,Non-binary,Master's,Widowed,73516,673,21969,Business,Employed,6,Fair,0.340100447,122271,4,wilsonstad,Wilsonstad,SD,Guyana,2,2,Medium
55,F,PhD,Widowed,83103,780,24311,Personal,Employed,9,Poor,0.591829026,122300,4,leeton,Leeton,MT,United Arab Emirates,2,1,Low
47,M,Master's,Divorced,49369,629,40069,Home,Self-employed,17,Excellent,0.245865335,141081,,west johnview,West Johnview,TN,Uzbekistan,3,1,Low
69,F,High School,Widowed,78491,712,25735,Business,Self-employed,19,Fair,0.320904904,161845,2,brianaton,Brianaton,LA,Dominican Republic,1,0,High
30,Non-binary,PhD,Married,89647,769,18845,Personal,Self-employed,14,Good,0.362713746,212788,4,hartmanshire,Hartmanshire,NH,Solomon Islands,3,2,High
19,M,Bachelor's,Single,,609,33277,Business,Employed,7,Excellent,0.144462284,65412,3,jasonstad,Jasonstad,RI,Albania,3,1,Low
46,F,PhD,Married,24125,653,33618,Home,Unemployed,11,Good,0.405522479,161008,0,north aliciahaven,North Aliciahaven,WY,Hungary,4,1,High
46,M,PhD,Widowed,108754,751,10490,Personal,Employed,14,Good,0.164244468,260896,3,new joelshire,New Joelshire,IN,Saint Lucia,0,1,Low
46,Non-binary,High School,Widowed,84108,625,31889,Personal,Employed,16,Good,0.592552791,155090,3,smithfort,Smithfort,NE,Italy,0,2,High
23,M,High School,Married,111049,753,19647,Business,Unemployed,10,Excellent,0.493237078,248678,1,new david,New David,NC,Hong Kong,1,0,Low
48,Non-binary,High School,Widowed,67659,639,45777,Business,Employed,0,Good,0.361632671,56429,,north joshuatown,North Joshuatown,FL,Latvia,4,0,Low
37,F,Bachelor's,Widowed,78824,628,24617,Home,Unemployed,15,Good,0.148598111,80489,3,jamesbury,Jamesbury,OR,Congo,4,2,Medium
50,F,High School,Divorced,,706,10753,Home,Self-employed,15,Fair,0.309662119,42838,0,lake kylie,Lake Kylie,AK,Benin,0,0,Low
50,F,Bachelor's,Divorced,39369,681,5257,Business,Self-employed,7,Good,0.186577957,134987,3,east austin,East Austin,MN,Georgia,0,2,Low
28,F,Master's,Single,30760,763,25891,Business,Unemployed,8,Excellent,0.114219471,199632,1,south jasonchester,South Jasonchester,MP,Tokelau,4,0,Low
36,M,PhD,Single,104971,682,15364,Business,Self-employed,5,Excellent,0.436611422,76987,4,west kevin,West Kevin,LA,Trinidad and Tobago,1,0,Medium
63,M,Bachelor's,Married,56434,609,47010,Home,Employed,4,Poor,0.415159344,197500,4,wendymouth,Wendymouth,MP,Malta,0,1,Medium
35,F,Bachelor's,Divorced,65302,613,38293,Home,Unemployed,8,Good,0.118862944,112225,4,lake carlos,Lake Carlos,NM,Antigua and Barbuda,4,1,Low
62,M,Master's,Widowed,60134,737,6724,Business,Unemployed,8,Excellent,0.278329153,144534,1,new carrie,New Carrie,NH,Myanmar,3,2,Low
63,F,PhD,Single,29304,755,9147,Personal,Unemployed,17,Poor,0.230852035,102582,,gregoryton,Gregoryton,WI,Uganda,1,1,Low
50,Non-binary,Bachelor's,Married,28070,610,18239,Personal,Self-employed,18,Fair,0.349482644,256441,4,south johnville,South Johnville,MT,Saint Vincent and the Grenadines,2,0,Low
55,Non-binary,PhD,Single,,767,6680,Home,Self-employed,16,Excellent,0.200733906,265562,4,east justin,East Justin,RI,Qatar,2,2,Medium
68,M,PhD,Divorced,,622,24058,Auto,Employed,14,Poor,0.212126098,57947,1,east mary,East Mary,SC,Japan,3,0,Low
52,M,PhD,Divorced,111250,672,44508,Business,Unemployed,5,Fair,0.490203107,251302,4,timothyfurt,Timothyfurt,WY,Guinea,4,1,Low
41,F,High School,Married,33372,651,10352,Personal,Unemployed,12,Poor,0.550501476,168999,4,theresaburgh,Theresaburgh,TX,Haiti,0,1,Low
60,Non-binary,Bachelor's,Single,51301,611,20744,Auto,Unemployed,8,Fair,0.282658625,81486,,lake anne,Lake Anne,MD,Sierra Leone,3,0,Medium
35,F,Master's,Single,22821,739,48027,Personal,Unemployed,7,Good,0.323635422,40999,2,new davidhaven,New Davidhaven,NE,Chile,1,1,Low
47,F,High School,Single,35213,753,14942,Auto,Employed,0,Poor,0.594338742,286737,0,emilyberg,Emilyberg,IN,Uganda,2,1,High
68,M,High School,Widowed,41529,671,45327,Business,Self-employed,16,Excellent,0.227010334,163080,4,port jerry,Port Jerry,PW,Ethiopia,4,1,Low
46,M,Bachelor's,Married,,719,21232,Personal,Employed,10,Poor,0.221848018,247013,4,port ericside,Port Ericside,TN,Chile,3,1,Low
49,M,PhD,Widowed,25681,763,44043,Home,Unemployed,16,Excellent,0.362254241,248369,2,melanieville,Melanieville,ME,Niger,0,1,Low
25,Non-binary,PhD,Single,30236,766,10557,Home,Employed,7,Good,0.381943017,105301,,allenville,Allenville,FL,Ecuador,3,2,Low
34,Non-binary,Bachelor's,Single,113396,773,23951,Business,Self-employed,17,Good,0.57731538,32446,,nancymouth,Nancymouth,SD,Cote d'Ivoire,3,1,Low
48,M,PhD,Widowed,92706,636,15734,Home,Self-employed,11,Poor,0.480811397,86705,1,hectorfort,Hectorfort,CO,Swaziland,3,1,Medium
39,F,PhD,Widowed,34426,649,26515,Home,Employed,4,Good,0.587421637,275225,4,harrisonfurt,Harrisonfurt,VI,Germany,0,2,Medium
31,M,High School,Divorced,32155,649,26634,Personal,Self-employed,7,Excellent,0.211787703,106263,0,kellyland,Kellyland,WI,Palestinian Territory,4,1,Medium
42,F,Master's,Widowed,92805,670,13333,Home,Self-employed,14,Good,0.574301697,45951,0,oliviachester,Oliviachester,HI,Belarus,3,2,Low
23,Non-binary,Master's,Widowed,65643,600,26014,Home,Self-employed,13,Fair,0.376295985,221986,2,lake jessicaside,Lake Jessicaside,OR,Venezuela,2,2,Low
25,Non-binary,PhD,Widowed,35161,770,36785,Business,Self-employed,11,Poor,0.532413684,167025,2,tabithaborough,Tabithaborough,CA,Indonesia,4,1,Medium
69,M,High School,Single,50134,747,43468,Auto,Employed,14,Fair,0.402437065,81124,4,williamsmouth,Williamsmouth,MD,Yemen,1,0,Medium
29,F,High School,Married,48390,683,23018,Business,Unemployed,12,Fair,0.45288045,192224,1,west jose,West Jose,IN,Maldives,0,1,Low
30,Non-binary,High School,Single,44256,768,11882,Personal,Self-employed,4,Excellent,0.113298666,33094,3,new krystalstad,New Krystalstad,PA,Venezuela,2,2,Low
69,F,High School,Married,95017,711,21270,Home,Self-employed,13,Excellent,0.407406194,244404,1,lake vickie,Lake Vickie,WV,Botswana,0,1,Low
29,F,High School,Single,57548,690,22624,Auto,Unemployed,9,Good,0.303694502,96901,2,lake daniel,Lake Daniel,FL,Guinea,4,0,High
20,F,Bachelor's,Divorced,90831,619,41021,Auto,Self-employed,17,Excellent,0.336149167,186589,4,goodwinbury,Goodwinbury,GU,Northern Mariana Islands,1,0,Low
20,F,PhD,Widowed,81321,635,20942,Business,Self-employed,7,Fair,0.322273211,227953,1,lake anita,Lake Anita,AZ,Sudan,3,0,Low
66,M,High School,Widowed,114302,666,32502,Auto,Unemployed,7,Fair,0.354610281,180162,2,alanfort,Alanfort,CO,Solomon Islands,3,2,Low
46,M,Bachelor's,Single,104511,642,18562,Business,Employed,7,Fair,0.380648226,234977,4,pattonfort,Pattonfort,MH,Tonga,1,2,Low
34,Non-binary,Bachelor's,Single,65310,701,5061,Personal,Employed,17,Good,0.395119144,43258,2,brucebury,Brucebury,TX,American Samoa,3,0,Low
53,Non-binary,Master's,Married,,756,24906,Home,Unemployed,4,Fair,0.498800554,210283,1,waretown,Waretown,AR,Syrian Arab Republic,1,0,Medium
53,Non-binary,Bachelor's,Widowed,59599,621,23411,Business,Self-employed,2,Poor,0.486601092,202159,,north mason,North Mason,SD,Jersey,0,1,Low
68,M,Master's,Married,64470,674,5138,Personal,Self-employed,13,Good,0.291203026,236143,1,new miguel,New Miguel,VI,South Africa,4,0,Low
21,M,Master's,Divorced,105865,784,38726,Home,Unemployed,12,Poor,0.313157971,212944,4,port jonathan,Port Jonathan,RI,Finland,3,1,Low
62,M,Bachelor's,Married,,664,9633,Auto,Unemployed,14,Excellent,0.436506652,253201,4,lake colleen,Lake Colleen,OR,Uzbekistan,0,2,Low
50,F,PhD,Divorced,48410,667,25513,Auto,Unemployed,11,Poor,0.234526444,129264,4,amandaton,Amandaton,RI,Somalia,2,2,Low
50,Non-binary,Master's,Married,,706,27692,Personal,Self-employed,8,Poor,0.517996888,219011,1,cunninghamfort,Cunninghamfort,PW,Vietnam,3,0,Medium
30,M,High School,Married,60285,671,20759,Home,Employed,8,Fair,0.231672098,48885,,dawnbury,Dawnbury,GU,France,2,1,High
64,F,High School,Single,,718,16741,Home,Unemployed,5,Excellent,0.376207639,259651,,east rebecca,East Rebecca,MN,Australia,2,1,Low
68,F,Bachelor's,Widowed,,607,11957,Personal,Unemployed,16,Poor,0.331619339,132064,3,crystaltown,Crystaltown,ME,Saint Helena,0,1,Medium
37,Non-binary,High School,Divorced,51051,675,8334,Home,Employed,17,Fair,0.408915309,227005,3,christopherview,Christopherview,KS,Falkland Islands (Malvinas),3,2,High
50,M,Bachelor's,Married,111404,707,48093,Home,Self-employed,12,Excellent,0.585221983,239315,0,port nathan,Port Nathan,IN,Dominica,2,2,Low
48,Non-binary,Bachelor's,Single,,716,19433,Personal,Unemployed,8,Fair,0.22720061,215207,1,desireetown,Desireetown,PW,Korea,3,1,Low
24,F,High School,Divorced,89690,705,28065,Auto,Employed,18,Excellent,0.260009157,204416,4,west christina,West Christina,KS,Papua New Guinea,3,0,Low
65,M,PhD,Widowed,78989,646,12772,Auto,Unemployed,19,Excellent,0.298689275,118200,2,campbellbury,Campbellbury,VA,Swaziland,1,2,High
28,M,PhD,Married,70420,620,9960,Personal,Unemployed,7,Poor,0.28016062,122188,1,weberburgh,Weberburgh,SC,Mauritius,0,0,Low
58,M,PhD,Married,94492,742,29646,Home,Unemployed,2,Poor,0.364710221,156852,,rodriguezmouth,Rodriguezmouth,PW,Ethiopia,4,2,Low
22,F,PhD,Married,68709,744,30632,Auto,Self-employed,5,Good,0.192024231,259405,2,lake heather,Lake Heather,CA,French Southern Territories,0,0,Low
40,M,High School,Single,113018,694,22528,Auto,Self-employed,2,Excellent,0.138773202,105155,4,danielburgh,Danielburgh,MI,Monaco,1,2,Low
68,Non-binary,High School,Married,,776,25155,Business,Employed,14,Poor,0.37851257,130775,1,lake joelport,Lake Joelport,GU,Denmark,1,2,Low
42,Non-binary,Master's,Single,119379,758,26586,Personal,Unemployed,14,Good,0.485033912,192810,,lake kristiport,Lake Kristiport,MI,Albania,3,2,Medium
42,M,PhD,Divorced,80360,638,12945,Home,Unemployed,0,Good,0.533758817,155174,,tarahaven,Tarahaven,RI,Tonga,2,2,Low
55,F,PhD,Widowed,44172,772,44286,Home,Employed,19,Poor,0.132125088,88779,,myersberg,Myersberg,IA,Mayotte,3,2,High
47,M,Master's,Divorced,112643,632,49077,Auto,Unemployed,18,Poor,0.13444868,52666,3,port terriville,Port Terriville,WI,Falkland Islands (Malvinas),3,2,Low
21,M,Bachelor's,Married,63968,720,14299,Personal,Unemployed,18,Poor,0.475429607,164833,4,west andreaview,West Andreaview,TX,Kyrgyz Republic,2,1,Low
44,M,PhD,Widowed,21979,704,32161,Auto,Unemployed,4,Poor,0.522051904,267225,3,lindabury,Lindabury,SC,Venezuela,0,0,Low
61,F,Bachelor's,Married,51232,757,28361,Auto,Self-employed,15,Good,0.152558505,98999,0,jeffreyville,Jeffreyville,WY,Estonia,4,2,Medium
39,Non-binary,Master's,Divorced,50480,688,39797,Personal,Self-employed,8,Excellent,0.467297071,216161,0,dorseyville,Dorseyville,UT,Burundi,0,1,Low
25,F,PhD,Widowed,24334,760,21202,Home,Unemployed,13,Good,0.2171173,66813,3,jessicaland,Jessicaland,PA,Romania,2,2,Medium
49,Non-binary,High School,Single,103608,643,47913,Auto,Self-employed,13,Excellent,0.236092515,48579,,west janetfort,West Janetfort,LA,Albania,3,1,Low
67,F,PhD,Married,60797,697,17248,Auto,Unemployed,18,Good,0.142243962,66499,2,claytonfort,Claytonfort,MD,Dominica,0,2,High
48,Non-binary,PhD,Divorced,34199,620,15921,Auto,Self-employed,8,Fair,0.596026645,217020,,lake william,Lake William,IN,United Arab Emirates,2,1,Medium
56,M,High School,Single,,719,6521,Home,Unemployed,5,Fair,0.314382044,72560,4,lake richardburgh,Lake Richardburgh,MA,Uganda,0,0,Low
30,Non-binary,Master's,Single,74515,711,23961,Business,Employed,12,Fair,0.560803497,193579,0,rachelside,Rachelside,IN,Burkina Faso,2,1,Low
58,Non-binary,High School,Divorced,87807,693,8591,Auto,Employed,0,Poor,0.2404518,257746,3,jaymouth,Jaymouth,NV,Poland,0,0,Low
46,Non-binary,PhD,Married,61911,733,33283,Personal,Self-employed,11,Good,0.106746501,267106,,martinfurt,Martinfurt,NY,Pakistan,1,0,Low
20,Non-binary,High School,Single,82327,646,45828,Business,Self-employed,15,Fair,0.399765755,272732,4,north donaldfurt,North Donaldfurt,IA,South Africa,1,2,Medium
53,F,Bachelor's,Divorced,117119,639,11917,Auto,Self-employed,17,Fair,0.264004937,204968,3,port charles,Port Charles,AS,Lebanon,3,1,Medium
20,F,Bachelor's,Single,113593,729,30381,Auto,Unemployed,0,Good,0.142771458,105162,,haysside,Haysside,MD,Egypt,1,1,Medium
19,Non-binary,Bachelor's,Widowed,,751,26153,Business,Employed,2,Good,0.55105531,134766,3,north courtneyfort,North Courtneyfort,GA,Uruguay,2,0,Low
67,F,PhD,Divorced,113479,785,13307,Auto,Self-employed,6,Good,0.118216937,26473,2,south mckenzie,South Mckenzie,MA,Kuwait,2,2,High
31,Non-binary,High School,Married,,614,34439,Auto,Employed,17,Excellent,0.403546119,40403,0,carolineton,Carolineton,LA,Saint Martin,0,2,Low
46,Non-binary,High School,Single,84990,779,31365,Personal,Employed,8,Poor,0.115800234,148430,2,turnerport,Turnerport,OH,Cameroon,3,1,Medium
34,Non-binary,Bachelor's,Single,,715,23017,Business,Employed,11,Fair,0.333729901,261723,0,south rachel,South Rachel,DE,Sierra Leone,2,0,Low
54,F,High School,Divorced,83123,685,30981,Home,Employed,10,Excellent,0.329448451,241771,3,lake michael,Lake Michael,WY,Dominican Republic,0,2,Low
29,F,Bachelor's,Widowed,,647,43262,Auto,Self-employed,3,Poor,0.137944229,117982,3,east rachel,East Rachel,NC,Macao,0,1,Low
46,F,Bachelor's,Widowed,118075,642,10846,Personal,Self-employed,7,Poor,0.285307986,22056,0,jamesville,Jamesville,IA,Kiribati,1,1,Low
19,F,Master's,Single,,626,20064,Auto,Employed,14,Good,0.434684063,188644,4,west maria,West Maria,MD,Spain,3,1,Low
48,Non-binary,High School,Widowed,104291,797,23975,Personal,Employed,9,Excellent,0.477794261,268551,1,east danielshire,East Danielshire,WA,Qatar,2,1,Medium
19,M,High School,Widowed,99382,785,27368,Home,Unemployed,18,Poor,0.268851721,280798,4,south erica,South Erica,ME,Albania,2,1,Low
65,Non-binary,Master's,Married,92439,731,38186,Auto,Unemployed,2,Poor,0.443534059,22774,4,perryburgh,Perryburgh,LA,Samoa,2,2,Low
56,F,Master's,Single,93916,761,21257,Home,Employed,8,Poor,0.506883079,202114,4,forbesville,Forbesville,MH,Greenland,1,2,Low
68,Non-binary,Master's,Divorced,109017,793,13806,Home,Unemployed,4,Excellent,0.557294742,131879,2,new christian,New Christian,ME,Saint Kitts and Nevis,3,2,Medium
56,F,PhD,Single,88582,690,17146,Home,Employed,16,Good,0.305968853,53996,2,new darryltown,New Darryltown,WY,Paraguay,2,2,Low
66,M,Master's,Single,29290,735,47903,Auto,Self-employed,7,Poor,0.431495599,288207,2,jacobshire,Jacobshire,PW,Gabon,1,0,Low
69,M,Master's,Widowed,,679,41866,Personal,Employed,4,Poor,0.329883971,99712,,patriciaport,Patriciaport,TX,Austria,4,1,Low
37,M,High School,Single,89072,773,7923,Home,Unemployed,6,Poor,0.374531361,72653,1,edwardbury,Edwardbury,NE,Singapore,1,1,Low
42,Non-binary,Master's,Widowed,,718,10685,Auto,Self-employed,6,Excellent,0.536564543,65662,,angelberg,Angelberg,AS,Iraq,3,1,Low
39,F,Master's,Married,62974,601,22827,Business,Self-employed,5,Good,0.302084941,207787,0,aprilstad,Aprilstad,ND,Gambia,4,2,Low
58,M,Master's,Single,25834,779,39600,Personal,Self-employed,2,Fair,0.431395561,183773,,north jennifer,North Jennifer,AR,Botswana,2,2,Medium
66,Non-binary,Bachelor's,Married,101136,772,34888,Auto,Employed,11,Poor,0.501720387,114090,1,east catherineside,East Catherineside,IN,Russian Federation,1,0,Low
25,Non-binary,PhD,Married,72268,613,14863,Business,Self-employed,15,Excellent,0.321795885,279136,0,port nathan,Port Nathan,GU,Armenia,1,1,Low
46,M,PhD,Single,35396,788,41782,Business,Employed,14,Excellent,0.320152983,297636,0,north joshuaville,North Joshuaville,GA,Malaysia,2,2,Medium
35,M,Master's,Divorced,90342,774,20286,Home,Self-employed,1,Good,0.524343232,91941,3,woodberg,Woodberg,MH,Guyana,0,0,Medium
69,M,High School,Widowed,96557,611,28231,Auto,Employed,13,Good,0.466406711,57656,1,west rodney,West Rodney,IL,Saint Barthelemy,0,2,Medium
37,F,Master's,Married,92123,694,40536,Home,Employed,11,Good,0.125599295,45160,2,wrightland,Wrightland,LA,Vanuatu,0,1,Low
32,Non-binary,Master's,Married,,719,37530,Home,Unemployed,11,Good,0.137497129,172249,3,jeanborough,Jeanborough,FM,Nicaragua,4,2,Low
43,F,High School,Single,91439,676,17383,Business,Self-employed,2,Fair,0.253850841,80409,4,simsview,Simsview,OH,Ukraine,4,2,Medium
57,F,Master's,Divorced,96000,772,13773,Home,Self-employed,7,Excellent,0.295950903,38112,4,ricechester,Ricechester,NH,Zambia,2,0,High
46,Non-binary,Bachelor's,Single,78581,721,40790,Personal,Employed,13,Excellent,0.169054829,188680,4,whiteside,Whiteside,MP,United Kingdom,2,1,Low
60,F,Bachelor's,Single,57116,747,19045,Home,Unemployed,8,Excellent,0.37030222,109428,4,allenbury,Allenbury,DC,Macao,2,2,Low
29,Non-binary,Master's,Widowed,83397,775,33318,Auto,Self-employed,16,Fair,0.184750498,110401,2,north ashleyborough,North Ashleyborough,MO,Australia,4,1,Low
29,Non-binary,Master's,Married,112641,671,31805,Home,Unemployed,17,Good,0.243428977,264974,,new craigstad,New Craigstad,KY,Botswana,0,0,Low
63,Non-binary,Bachelor's,Single,72147,685,32153,Auto,Self-employed,12,Good,0.299451844,118975,4,ballardland,Ballardland,KS,Holy See (Vatican City State),4,2,Low
37,F,Master's,Single,115002,737,8903,Business,Self-employed,7,Poor,0.269910439,47859,1,allisonmouth,Allisonmouth,WV,San Marino,3,1,Low
43,Non-binary,Master's,Divorced,81775,624,45033,Home,Unemployed,5,Good,0.522288305,108206,2,lake teresa,Lake Teresa,IA,Yemen,4,0,Medium
65,M,High School,Divorced,35389,748,19991,Home,Employed,10,Excellent,0.194571316,84702,4,north williamberg,North Williamberg,ID,Ghana,0,1,Low
56,F,PhD,Single,,763,33647,Auto,Unemployed,16,Poor,0.527720659,45836,0,banksville,Banksville,MT,Mauritius,1,2,Low
